id,region,depth,substrate_type,structural_complexity,water_temperature,salinity,light_availability,coral_cover,algal_cover,marine_protection_status,proximity_to_human_activity,species_Porites,species_Favia,species_Stylophora,species_Acropora,species_Goniastrea,species_Montipora,species_Pocillopora,species_Montastraea,species_Orbicella,species_Siderastrea,species_Fungia
2195,Great Barrier Reef,9.0,Rocky,0.82,25.2,35.1,High,68.5,11.7,MPA,44.5,0,0,0,1,0,1,0,0,0,0,0
2196,Red Sea,26.9,Sandy,0.52,28.3,39.3,Low,53.8,13.3,MPA,13.4,1,0,0,0,0,0,0,0,0,0,0
2197,Great Barrier Reef,22.8,Sandy,0.77,26.2,34.1,Low,62.1,23.2,MPA,101.1,0,0,0,1,0,1,0,0,0,0,0
2198,Caribbean,20.2,Coralline,0.79,28.5,34.5,Low,54.2,15.3,Unprotected,5.5,0,0,0,0,0,0,0,0,1,1,0
2199,Red Sea,20.8,Rocky,0.7,27.7,40.3,Low,53.8,12.6,Unprotected,40.2,1,0,1,0,0,0,0,0,0,0,0
2200,Caribbean,11.5,Coralline,0.44,28.1,35.4,Medium,59.6,29.1,Unprotected,3.5,1,0,0,0,0,0,0,0,1,0,0
2201,Great Barrier Reef,14.4,Sandy,0.79,24.8,34.9,Medium,58.9,29.1,MPA,110.3,1,0,0,0,0,1,0,0,0,0,0
2202,Coral Triangle,2.1,Rocky,0.88,30.8,34.7,High,64.2,6.9,Unprotected,14.1,0,0,0,1,0,0,1,0,0,0,0
2203,Coral Triangle,11.5,Rocky,0.65,29.7,33.8,Medium,60.3,29.7,Unprotected,31.8,1,0,0,1,0,0,0,0,0,0,0
2204,Red Sea,16.5,Sandy,0.57,28.4,39.3,Medium,58.2,13.0,Unprotected,38.0,1,0,1,0,0,0,0,0,0,0,0
2205,Caribbean,5.2,Coralline,0.53,28.3,34.7,High,63.5,24.4,Unprotected,3.8,0,0,0,0,0,0,0,1,1,1,0
2206,Coral Triangle,21.0,Rocky,0.8,30.1,34.3,Low,56.0,21.4,MPA,66.0,1,0,0,1,0,0,0,0,0,0,1
2207,Great Barrier Reef,17.5,Sandy,0.67,26.4,34.9,Medium,52.8,15.3,Unprotected,18.7,1,0,0,0,1,0,0,0,0,0,0
2208,Caribbean,17.1,Rubble,0.61,25.8,35.9,Medium,65.2,6.3,Unprotected,21.5,1,0,0,0,0,0,0,1,0,0,0
2209,Red Sea,10.8,Rocky,0.62,27.4,40.0,Medium,50.2,13.5,Unprotected,28.0,1,0,1,1,0,0,0,0,0,0,0
2210,Caribbean,13.3,Rubble,0.7,27.5,35.5,Medium,60.3,22.6,Unprotected,5.1,1,0,0,0,0,0,0,1,0,0,0
2211,Red Sea,13.1,Rubble,0.66,26.2,40.0,Medium,68.9,12.0,Unprotected,4.1,1,1,0,0,0,0,0,0,0,0,0
2212,Caribbean,25.0,Rubble,0.77,27.4,35.1,Low,62.6,5.4,MPA,31.4,0,0,0,0,0,0,0,1,0,1,0
2213,Coral Triangle,18.5,Rubble,0.8,30.2,33.8,Medium,60.5,13.6,Unprotected,10.9,1,0,0,0,0,0,0,0,0,0,0
2214,Coral Triangle,3.7,Rubble,0.84,30.5,34.9,High,55.8,23.3,Unprotected,11.2,0,0,0,1,0,0,0,0,0,0,1
2215,Great Barrier Reef,2.7,Coralline,0.64,24.9,34.1,High,72.6,15.6,MPA,111.5,0,0,0,1,0,0,0,0,0,0,0
2216,Red Sea,29.7,Sandy,0.71,29.9,40.5,Low,63.6,7.5,MPA,19.3,1,0,1,0,0,0,0,0,0,0,0
2217,Coral Triangle,40.0,Rubble,0.58,31.0,33.9,Low,47.7,12.8,Unprotected,17.7,1,0,0,0,0,0,0,0,0,0,1
2218,Coral Triangle,30.9,Rubble,0.75,28.0,34.3,Low,53.6,10.7,Unprotected,33.8,1,0,0,0,0,0,0,0,0,0,1
2219,Great Barrier Reef,19.4,Coralline,0.93,24.3,35.3,Medium,71.7,16.4,MPA,148.8,1,0,0,0,0,1,0,0,0,0,0
2220,Great Barrier Reef,5.2,Coralline,0.77,24.1,34.6,High,56.0,22.0,Unprotected,66.7,0,0,0,1,0,1,0,0,0,0,0
2221,Caribbean,6.4,Coralline,0.67,27.5,34.9,High,77.7,22.3,Unprotected,25.2,0,0,0,0,0,0,0,0,1,1,0
2222,Red Sea,14.1,Rocky,0.7,27.3,39.4,Medium,63.2,7.5,Unprotected,27.1,1,1,1,0,0,0,0,0,0,0,0
2223,Coral Triangle,8.2,Rubble,0.87,29.6,33.8,High,75.1,16.3,Unprotected,8.2,0,0,0,1,0,0,0,0,0,0,1
2224,Caribbean,3.9,Rubble,0.63,26.3,35.8,High,74.9,25.1,Unprotected,27.6,0,0,0,0,0,0,0,0,1,1,0
2225,Coral Triangle,23.6,Sandy,0.73,28.7,34.5,Low,57.1,21.3,MPA,29.6,1,0,0,0,0,0,0,0,0,0,1
2226,Coral Triangle,10.1,Rocky,0.65,29.1,33.9,Medium,68.6,23.2,Unprotected,37.0,1,0,0,0,0,0,0,0,0,0,1
2227,Great Barrier Reef,9.4,Coralline,0.72,27.2,34.8,High,67.4,7.1,Unprotected,72.8,1,0,0,1,0,0,0,0,0,0,0
2228,Caribbean,19.9,Coralline,0.55,28.2,35.6,Medium,49.2,17.1,MPA,29.7,1,0,0,0,0,0,0,0,0,0,0
2229,Caribbean,12.0,Coralline,0.71,26.3,35.4,Medium,48.1,26.8,Unprotected,14.0,1,0,0,0,0,0,0,0,0,1,0
2230,Great Barrier Reef,31.3,Sandy,0.68,25.7,35.0,Low,57.9,18.4,Unprotected,94.3,1,0,0,0,1,0,0,0,0,0,0
2231,Caribbean,10.2,Silty,0.7,28.7,35.7,Medium,68.4,23.1,Unprotected,25.8,0,0,0,0,0,0,0,1,1,1,0
2232,Great Barrier Reef,21.5,Coralline,0.74,24.9,35.3,Low,52.7,20.8,MPA,98.6,1,0,0,0,1,0,0,0,0,0,0
2233,Caribbean,14.1,Silty,0.73,28.1,34.5,Medium,55.5,13.6,MPA,9.4,1,0,0,0,0,0,0,1,0,1,0
2234,Caribbean,3.2,Coralline,0.71,28.1,35.9,High,71.9,20.8,Unprotected,6.2,0,0,0,0,0,0,0,1,1,0,0
2235,Red Sea,12.2,Rocky,0.86,27.0,40.6,Medium,60.2,26.6,Unprotected,5.7,1,0,1,0,0,0,0,0,0,0,0
2236,Caribbean,17.8,Silty,0.42,28.8,35.9,Medium,51.3,13.9,Unprotected,28.0,0,0,0,0,0,0,0,1,0,1,0
2237,Coral Triangle,36.2,Sandy,0.83,29.4,33.5,Low,60.5,26.3,Unprotected,23.2,1,0,0,0,0,0,0,0,0,0,1
2238,Great Barrier Reef,34.6,Coralline,0.61,27.6,35.3,Low,62.7,26.2,Unprotected,29.6,0,0,0,0,1,1,0,0,0,0,0
2239,Caribbean,5.9,Rubble,0.76,25.1,34.8,High,62.8,15.2,Unprotected,27.4,0,0,0,0,0,0,0,0,1,1,0
2240,Red Sea,10.3,Sandy,0.78,26.7,39.5,Medium,69.1,20.8,MPA,28.8,1,1,0,0,0,0,0,0,0,0,0
2241,Red Sea,21.7,Rubble,0.68,28.3,40.7,Low,51.8,15.2,Unprotected,25.2,1,0,0,0,0,0,0,0,0,0,0
2242,Coral Triangle,31.8,Rubble,0.55,30.0,34.4,Low,49.6,27.9,Unprotected,9.9,0,0,0,0,0,0,0,0,0,0,1
2243,Red Sea,10.5,Sandy,0.56,26.9,39.5,Medium,68.1,14.5,Unprotected,40.8,1,0,0,0,0,0,0,0,0,0,0
2244,Great Barrier Reef,23.6,Coralline,0.74,27.5,35.0,Low,52.6,5.9,MPA,89.8,1,0,0,0,0,1,0,0,0,0,0
2245,Red Sea,12.6,Sandy,0.78,28.5,39.8,Medium,59.4,19.5,Unprotected,18.6,1,0,1,1,0,0,0,0,0,0,0
2246,Caribbean,9.3,Silty,0.42,26.4,35.4,High,62.3,6.5,Unprotected,21.1,0,0,0,0,0,0,0,1,1,0,0
2247,Caribbean,7.6,Rubble,0.64,28.8,35.4,High,74.1,17.0,MPA,59.3,0,0,0,0,0,0,0,1,0,1,0
2248,Red Sea,17.5,Rubble,0.54,27.3,39.5,Medium,61.6,29.0,MPA,47.1,1,1,0,0,0,0,0,0,0,0,0
2249,Coral Triangle,7.1,Rubble,0.92,28.7,34.4,High,70.4,9.1,Unprotected,2.1,0,0,0,1,0,0,1,0,0,0,1
2250,Coral Triangle,37.0,Rubble,0.58,30.0,34.2,Low,62.6,8.3,MPA,9.1,1,0,0,0,0,0,0,0,0,0,1
2251,Great Barrier Reef,29.1,Sandy,0.83,26.3,34.1,Low,62.5,29.3,MPA,123.8,1,0,0,1,0,0,0,0,0,0,0
2252,Red Sea,23.1,Sandy,0.87,29.3,40.5,Low,60.5,24.7,Unprotected,7.5,1,1,0,0,0,0,0,0,0,0,0
2253,Great Barrier Reef,27.2,Rocky,0.91,26.8,34.5,Low,61.8,14.3,MPA,93.2,0,0,0,1,1,0,0,0,0,0,0
2254,Red Sea,22.5,Sandy,0.53,29.3,39.6,Low,50.2,16.8,Unprotected,23.8,1,0,0,0,0,0,0,0,0,0,0
2255,Coral Triangle,15.1,Rocky,0.81,30.8,34.5,Medium,63.1,9.4,Unprotected,18.2,1,0,0,0,0,0,1,0,0,0,1
2256,Great Barrier Reef,33.8,Sandy,0.9,27.5,35.3,Low,64.9,29.6,MPA,76.2,1,0,0,0,0,1,0,0,0,0,0
2257,Coral Triangle,22.8,Rocky,0.74,28.3,34.6,Low,46.1,5.3,Unprotected,28.4,0,0,0,1,0,0,0,0,0,0,1
2258,Great Barrier Reef,28.8,Rocky,0.7,24.2,34.7,Low,56.0,10.0,MPA,59.1,0,0,0,1,1,1,0,0,0,0,0
2259,Great Barrier Reef,4.1,Rocky,0.84,25.8,34.5,High,69.5,21.1,MPA,95.7,1,0,0,1,1,0,0,0,0,0,0
2260,Caribbean,19.7,Rubble,0.75,25.6,34.8,Medium,66.2,24.8,MPA,7.9,1,0,0,0,0,0,0,1,1,0,0
2261,Great Barrier Reef,18.3,Sandy,0.72,24.4,35.0,Medium,55.6,21.0,Unprotected,72.7,1,0,0,0,0,1,0,0,0,0,0
2262,Great Barrier Reef,13.9,Rocky,0.79,27.5,35.0,Medium,63.6,23.0,MPA,117.0,0,0,0,1,1,0,0,0,0,0,0
2263,Caribbean,16.0,Coralline,0.79,29.0,34.9,Medium,64.0,15.0,Unprotected,14.9,1,0,0,0,0,0,0,1,0,0,0
2264,Caribbean,7.3,Silty,0.69,28.8,35.9,High,71.7,8.8,Unprotected,2.8,0,0,0,0,0,0,0,0,1,1,0
2265,Great Barrier Reef,20.3,Sandy,0.82,24.9,34.8,Low,59.5,19.4,MPA,118.4,1,0,0,1,0,1,0,0,0,0,0
2266,Coral Triangle,23.8,Rubble,0.83,29.0,34.5,Low,58.9,7.2,MPA,20.3,1,0,0,0,0,0,1,0,0,0,1
2267,Red Sea,6.3,Sandy,0.58,26.7,40.6,High,57.7,16.3,MPA,29.9,0,1,0,1,0,0,0,0,0,0,0
2268,Great Barrier Reef,14.7,Sandy,0.68,24.4,34.8,Medium,62.4,8.8,Unprotected,67.3,1,0,0,0,1,1,0,0,0,0,0
2269,Caribbean,19.8,Coralline,0.66,25.6,35.8,Medium,62.3,26.3,MPA,13.3,1,0,0,0,0,0,0,0,1,0,0
2270,Red Sea,28.5,Rubble,0.82,27.3,39.3,Low,58.2,24.3,MPA,20.8,1,1,1,0,0,0,0,0,0,0,0
2271,Red Sea,16.4,Sandy,0.51,29.3,40.7,Medium,60.6,9.8,MPA,14.3,1,0,1,0,0,0,0,0,0,0,0
2272,Great Barrier Reef,25.1,Rocky,0.79,28.2,35.1,Low,59.5,23.4,Unprotected,77.2,1,0,0,0,0,0,0,0,0,0,0
2273,Great Barrier Reef,15.3,Rocky,0.77,26.6,34.3,Medium,65.4,28.4,MPA,44.7,1,0,0,0,0,1,0,0,0,0,0
2274,Caribbean,6.2,Silty,0.64,25.6,34.6,High,62.5,15.0,Unprotected,29.6,0,0,0,0,0,0,0,0,1,1,0
2275,Caribbean,20.6,Silty,0.79,27.3,35.4,Low,55.9,26.2,Unprotected,10.7,1,0,0,0,0,0,0,1,0,0,0
2276,Coral Triangle,31.4,Rubble,0.83,30.1,33.5,Low,57.3,14.6,Unprotected,21.2,0,0,0,1,0,0,1,0,0,0,0
2277,Caribbean,17.6,Rubble,0.5,27.6,35.4,Medium,55.6,10.2,Unprotected,25.2,0,0,0,0,0,0,0,1,1,0,0
2278,Great Barrier Reef,15.8,Sandy,0.62,24.7,34.1,Medium,53.4,9.4,MPA,138.6,1,0,0,0,0,1,0,0,0,0,0
2279,Red Sea,26.7,Rocky,0.51,29.8,39.1,Low,47.5,25.4,Unprotected,4.6,1,0,0,0,0,0,0,0,0,0,0
2280,Great Barrier Reef,9.0,Rocky,0.84,27.2,34.8,High,69.7,21.8,MPA,29.2,0,0,0,1,0,1,0,0,0,0,0
2281,Caribbean,4.6,Coralline,0.44,25.3,34.7,High,55.9,28.2,Unprotected,27.3,0,0,0,0,0,0,0,1,1,1,0
2282,Caribbean,22.1,Coralline,0.56,25.8,34.9,Low,56.0,20.1,Unprotected,26.0,1,0,0,0,0,0,0,1,0,0,0
2283,Red Sea,27.7,Rubble,0.56,27.5,39.1,Low,53.4,13.1,Unprotected,37.5,1,1,0,0,0,0,0,0,0,0,0
2284,Red Sea,7.2,Rocky,0.78,29.0,39.9,High,61.3,17.8,Unprotected,16.9,0,0,1,0,0,0,0,0,0,0,0
2285,Coral Triangle,10.5,Rubble,0.74,27.2,33.5,Medium,58.8,17.4,Unprotected,9.9,1,0,0,0,0,0,0,0,0,0,1
2286,Caribbean,24.9,Silty,0.45,25.5,35.3,Low,53.9,27.3,MPA,21.7,0,0,0,0,0,0,0,1,1,0,0
2287,Red Sea,12.4,Rocky,0.53,26.4,39.0,Medium,68.0,19.9,MPA,42.9,1,0,0,1,0,0,0,0,0,0,0
2288,Red Sea,17.6,Rubble,0.89,26.0,39.9,Medium,78.2,5.7,MPA,42.1,1,1,1,0,0,0,0,0,0,0,0
2289,Coral Triangle,20.1,Rubble,0.83,29.9,34.7,Low,52.2,28.6,Unprotected,13.7,1,0,0,0,0,0,0,0,0,0,0
2290,Red Sea,15.6,Rubble,0.85,26.5,40.6,Medium,52.8,13.0,Unprotected,5.9,1,0,0,1,0,0,0,0,0,0,0
2291,Red Sea,23.3,Rocky,0.55,27.4,40.8,Low,58.3,23.3,MPA,32.7,1,0,0,0,0,0,0,0,0,0,0
2292,Great Barrier Reef,33.9,Rocky,0.74,26.9,34.8,Low,57.7,5.7,MPA,104.9,0,0,0,1,1,0,0,0,0,0,0
2293,Coral Triangle,5.0,Rubble,0.5,27.2,33.7,High,63.1,11.3,Unprotected,2.2,0,0,0,1,0,0,0,0,0,0,0
2294,Coral Triangle,13.7,Rocky,0.73,28.7,34.9,Medium,61.4,9.0,MPA,39.1,0,0,0,1,0,0,1,0,0,0,1
2295,Great Barrier Reef,14.2,Sandy,0.66,26.5,34.7,Medium,56.8,6.1,MPA,101.3,1,0,0,0,0,1,0,0,0,0,0
2296,Coral Triangle,15.2,Rubble,0.85,27.0,34.9,Medium,69.0,27.7,Unprotected,25.0,1,0,0,0,0,0,0,0,0,0,0
2297,Coral Triangle,29.2,Sandy,0.73,30.0,33.8,Low,56.3,18.2,MPA,67.1,1,0,0,0,0,0,1,0,0,0,0
2298,Great Barrier Reef,19.7,Coralline,0.83,28.0,34.6,Medium,68.1,23.1,MPA,22.2,1,0,0,1,0,0,0,0,0,0,0
2299,Great Barrier Reef,26.2,Coralline,0.76,27.9,35.2,Low,60.7,25.4,MPA,40.6,1,0,0,0,1,0,0,0,0,0,0
2300,Red Sea,21.5,Sandy,0.69,26.1,40.1,Low,60.7,22.3,MPA,71.1,0,0,1,0,0,0,0,0,0,0,0
2301,Great Barrier Reef,12.8,Sandy,0.9,24.6,34.5,Medium,66.5,16.4,Unprotected,64.1,0,0,0,0,1,0,0,0,0,0,0
2302,Red Sea,16.2,Sandy,0.5,28.3,40.7,Medium,51.8,28.3,Unprotected,27.5,1,1,0,0,0,0,0,0,0,0,0
2303,Red Sea,23.9,Sandy,0.81,28.7,39.1,Low,53.6,8.2,Unprotected,21.3,1,0,0,1,0,0,0,0,0,0,0
2304,Coral Triangle,38.5,Rubble,0.8,27.4,34.8,Low,49.3,28.5,Unprotected,29.7,0,0,0,0,0,0,1,0,0,0,1
2305,Great Barrier Reef,19.4,Coralline,0.69,27.1,34.8,Medium,54.3,23.1,Unprotected,46.0,1,0,0,0,0,1,0,0,0,0,0
2306,Red Sea,17.4,Rocky,0.51,28.9,40.5,Medium,71.3,28.7,MPA,22.2,1,0,1,1,0,0,0,0,0,0,0
2307,Red Sea,12.5,Rocky,0.78,26.9,39.9,Medium,65.2,23.4,Unprotected,31.6,1,0,0,1,0,0,0,0,0,0,0
2308,Caribbean,8.1,Silty,0.75,28.5,34.5,High,71.3,27.9,MPA,25.2,0,0,0,0,0,0,0,0,0,1,0
2309,Coral Triangle,16.6,Rubble,0.72,30.9,34.7,Medium,52.9,11.3,Unprotected,16.2,1,0,0,0,0,0,1,0,0,0,0
2310,Coral Triangle,13.4,Sandy,0.57,27.9,33.9,Medium,57.4,16.5,Unprotected,23.2,1,0,0,0,0,0,0,0,0,0,0
2311,Great Barrier Reef,24.4,Rocky,0.79,26.9,35.1,Low,65.3,24.1,MPA,134.3,1,0,0,0,0,1,0,0,0,0,0
2312,Red Sea,17.0,Rocky,0.59,26.5,39.8,Medium,54.5,26.1,MPA,10.3,0,1,0,1,0,0,0,0,0,0,0
2313,Coral Triangle,38.4,Sandy,0.61,29.3,34.3,Low,49.6,13.0,Unprotected,22.3,1,0,0,0,0,0,0,0,0,0,1
2314,Great Barrier Reef,15.8,Rocky,0.73,24.4,34.1,Medium,64.3,7.7,MPA,71.7,1,0,0,0,1,1,0,0,0,0,0
2315,Coral Triangle,19.9,Rocky,0.79,28.8,33.6,Medium,61.1,19.0,Unprotected,18.7,1,0,0,1,0,0,0,0,0,0,1
2316,Red Sea,12.1,Rubble,0.64,26.9,39.7,Medium,64.8,25.7,MPA,37.9,1,1,0,1,0,0,0,0,0,0,0
2317,Caribbean,16.9,Silty,0.47,28.8,35.3,Medium,62.7,11.3,MPA,17.4,0,0,0,0,0,0,0,1,1,1,0
2318,Caribbean,22.5,Silty,0.72,28.6,35.4,Low,54.9,5.8,Unprotected,27.2,1,0,0,0,0,0,0,0,1,0,0
2319,Coral Triangle,15.0,Rocky,0.83,30.7,33.9,Medium,61.0,18.9,Unprotected,26.1,1,0,0,0,0,0,1,0,0,0,1
2320,Coral Triangle,1.6,Rocky,0.83,27.3,34.4,High,56.5,6.6,Unprotected,37.0,0,0,0,1,0,0,0,0,0,0,1
2321,Red Sea,7.8,Rocky,0.51,29.3,40.7,High,71.4,10.3,MPA,30.5,0,1,0,1,0,0,0,0,0,0,0
2322,Caribbean,23.4,Coralline,0.42,27.2,35.6,Low,54.7,20.3,Unprotected,1.0,1,0,0,0,0,0,0,0,1,0,0
2323,Great Barrier Reef,32.4,Sandy,0.89,27.4,35.1,Low,60.9,11.4,MPA,120.9,1,0,0,0,0,1,0,0,0,0,0
2324,Red Sea,29.5,Rubble,0.76,26.3,40.9,Low,57.3,5.5,Unprotected,24.6,0,1,0,0,0,0,0,0,0,0,0
2325,Great Barrier Reef,27.2,Coralline,0.78,25.6,34.4,Low,53.9,20.0,MPA,128.7,1,0,0,1,0,1,0,0,0,0,0
2326,Red Sea,7.3,Rubble,0.67,26.9,39.8,High,63.7,28.9,Unprotected,18.4,0,1,0,1,0,0,0,0,0,0,0
2327,Great Barrier Reef,24.0,Sandy,0.83,26.2,34.5,Low,56.2,24.8,MPA,134.5,0,0,0,0,1,1,0,0,0,0,0
2328,Red Sea,28.8,Sandy,0.84,28.0,40.2,Low,64.8,21.2,MPA,22.0,1,1,0,1,0,0,0,0,0,0,0
2329,Red Sea,29.0,Rubble,0.9,29.4,40.7,Low,52.2,29.8,Unprotected,39.6,0,1,1,1,0,0,0,0,0,0,0
2330,Red Sea,16.1,Rocky,0.79,28.5,40.5,Medium,66.3,18.1,MPA,51.3,1,1,0,0,0,0,0,0,0,0,0
2331,Great Barrier Reef,2.5,Coralline,0.72,25.3,35.1,High,73.3,10.6,MPA,145.7,0,0,0,1,1,0,0,0,0,0,0
2332,Caribbean,17.4,Rubble,0.75,25.2,35.6,Medium,66.6,16.5,Unprotected,5.9,1,0,0,0,0,0,0,1,0,0,0
2333,Red Sea,28.9,Rocky,0.85,27.9,39.5,Low,50.5,7.6,Unprotected,31.3,0,1,0,1,0,0,0,0,0,0,0
2334,Caribbean,9.2,Silty,0.43,28.0,35.9,High,71.2,18.6,MPA,28.4,0,0,0,0,0,0,0,1,0,1,0
2335,Red Sea,16.5,Rocky,0.87,27.2,40.2,Medium,56.8,5.1,Unprotected,36.4,1,1,0,1,0,0,0,0,0,0,0
2336,Coral Triangle,25.4,Rubble,0.68,30.0,34.7,Low,54.9,9.8,Unprotected,30.5,1,0,0,1,0,0,0,0,0,0,0
2337,Caribbean,24.7,Silty,0.7,27.1,35.9,Low,55.5,16.4,Unprotected,21.8,0,0,0,0,0,0,0,1,1,0,0
2338,Red Sea,16.7,Rubble,0.59,26.1,40.1,Medium,58.2,13.4,Unprotected,31.2,1,1,1,0,0,0,0,0,0,0,0
2339,Caribbean,19.7,Coralline,0.65,26.2,35.2,Medium,48.8,25.2,Unprotected,17.5,1,0,0,0,0,0,0,0,0,1,0
2340,Caribbean,16.6,Rubble,0.42,28.5,34.6,Medium,51.7,18.1,Unprotected,17.1,1,0,0,0,0,0,0,0,1,0,0
2341,Caribbean,5.2,Silty,0.76,26.0,36.0,High,69.4,16.4,Unprotected,21.6,0,0,0,0,0,0,0,1,0,1,0
2342,Caribbean,12.7,Rubble,0.66,27.0,35.5,Medium,46.3,11.1,Unprotected,8.1,1,0,0,0,0,0,0,1,0,1,0
2343,Caribbean,17.7,Silty,0.78,28.8,35.0,Medium,52.0,29.9,Unprotected,20.2,0,0,0,0,0,0,0,0,1,1,0
2344,Caribbean,18.1,Coralline,0.61,26.1,34.6,Medium,54.6,19.5,Unprotected,2.1,1,0,0,0,0,0,0,1,0,1,0
2345,Coral Triangle,28.5,Rubble,0.6,29.0,33.8,Low,61.6,12.4,Unprotected,18.1,0,0,0,0,0,0,1,0,0,0,1
2346,Coral Triangle,33.4,Rocky,0.51,27.6,34.9,Low,55.8,16.3,Unprotected,35.9,1,0,0,1,0,0,0,0,0,0,0
2347,Caribbean,21.5,Coralline,0.69,27.3,34.6,Low,53.4,17.0,Unprotected,2.5,1,0,0,0,0,0,0,0,0,0,0
2348,Red Sea,18.4,Rocky,0.83,26.4,40.3,Medium,55.3,20.5,Unprotected,13.2,1,0,1,1,0,0,0,0,0,0,0
2349,Red Sea,7.5,Rocky,0.78,29.6,40.2,High,64.7,10.7,MPA,70.2,0,1,1,1,0,0,0,0,0,0,0
2350,Great Barrier Reef,19.8,Sandy,0.66,25.3,34.0,Medium,70.2,25.9,MPA,104.2,1,0,0,0,0,0,0,0,0,0,0
2351,Red Sea,9.0,Sandy,0.53,26.6,40.0,High,54.7,10.7,MPA,14.2,0,0,1,1,0,0,0,0,0,0,0
2352,Coral Triangle,20.7,Rocky,0.9,29.7,34.0,Low,52.5,27.8,Unprotected,32.0,1,0,0,1,0,0,0,0,0,0,0
2353,Red Sea,23.7,Sandy,0.86,28.3,39.0,Low,58.3,18.7,MPA,27.2,1,0,1,0,0,0,0,0,0,0,0
2354,Great Barrier Reef,8.9,Rocky,0.71,28.2,34.2,High,58.7,28.7,Unprotected,46.3,0,0,0,1,0,0,0,0,0,0,0
2355,Great Barrier Reef,29.9,Sandy,0.66,24.7,34.7,Low,62.0,19.6,MPA,88.2,1,0,0,1,0,0,0,0,0,0,0
2356,Red Sea,27.6,Sandy,0.82,29.6,39.6,Low,62.6,22.0,MPA,66.2,1,0,0,0,0,0,0,0,0,0,0
2357,Coral Triangle,39.5,Sandy,0.86,29.6,34.6,Low,53.5,23.9,Unprotected,18.2,1,0,0,0,0,0,0,0,0,0,1
2358,Red Sea,10.6,Rubble,0.76,28.2,40.9,Medium,65.6,11.1,Unprotected,28.1,0,1,1,0,0,0,0,0,0,0,0
2359,Coral Triangle,18.6,Rocky,0.52,28.3,34.9,Medium,61.4,13.9,Unprotected,4.3,1,0,0,0,0,0,0,0,0,0,0
2360,Great Barrier Reef,29.1,Sandy,0.67,26.4,34.9,Low,55.8,21.9,MPA,62.6,1,0,0,0,1,1,0,0,0,0,0
2361,Coral Triangle,35.4,Rocky,0.74,27.6,34.5,Low,60.3,24.0,MPA,67.9,0,0,0,1,0,0,1,0,0,0,1
2362,Coral Triangle,33.0,Rocky,0.57,30.1,34.2,Low,50.9,10.3,Unprotected,37.7,1,0,0,0,0,0,0,0,0,0,1
2363,Red Sea,16.5,Sandy,0.84,29.1,39.2,Medium,64.0,14.7,Unprotected,19.7,1,1,0,1,0,0,0,0,0,0,0
2364,Caribbean,9.1,Rubble,0.42,26.3,35.8,High,63.2,9.6,Unprotected,13.2,1,0,0,0,0,0,0,0,0,1,0
2365,Caribbean,8.2,Silty,0.42,28.6,35.6,High,54.8,18.3,Unprotected,2.4,0,0,0,0,0,0,0,1,0,1,0
2366,Caribbean,18.4,Rubble,0.78,25.2,35.4,Medium,61.7,6.6,Unprotected,5.5,1,0,0,0,0,0,0,0,0,1,0
2367,Great Barrier Reef,13.9,Coralline,0.65,26.1,34.5,Medium,61.0,7.8,MPA,96.5,0,0,0,0,1,1,0,0,0,0,0
2368,Great Barrier Reef,8.2,Coralline,0.93,26.5,35.1,High,71.2,20.8,MPA,144.4,0,0,0,1,1,0,0,0,0,0,0
2369,Red Sea,9.2,Rubble,0.66,28.6,39.7,High,61.1,30.0,Unprotected,7.1,0,1,0,0,0,0,0,0,0,0,0
2370,Great Barrier Reef,18.4,Coralline,0.63,24.7,35.0,Medium,64.0,14.8,MPA,86.0,1,0,0,1,1,0,0,0,0,0,0
2371,Coral Triangle,1.6,Rubble,0.89,30.4,34.2,High,68.4,5.6,Unprotected,17.8,0,0,0,1,0,0,1,0,0,0,0
2372,Great Barrier Reef,8.1,Sandy,0.66,25.6,34.5,High,67.7,11.1,MPA,110.3,0,0,0,1,0,0,0,0,0,0,0
2373,Red Sea,12.6,Rocky,0.63,29.2,40.1,Medium,60.6,23.4,Unprotected,10.5,1,1,0,1,0,0,0,0,0,0,0
2374,Caribbean,6.5,Coralline,0.65,25.9,35.6,High,60.4,22.4,Unprotected,4.2,0,0,0,0,0,0,0,0,1,1,0
2375,Red Sea,29.9,Rubble,0.78,28.4,39.4,Low,55.9,13.0,MPA,17.0,1,0,1,0,0,0,0,0,0,0,0
2376,Caribbean,24.7,Silty,0.74,28.0,35.2,Low,63.9,9.8,MPA,14.0,1,0,0,0,0,0,0,1,0,0,0
2377,Red Sea,13.7,Rubble,0.51,28.5,39.2,Medium,68.6,9.6,MPA,17.4,1,1,1,0,0,0,0,0,0,0,0
2378,Great Barrier Reef,8.7,Coralline,0.68,28.2,34.8,High,71.2,5.0,MPA,25.5,0,0,0,1,0,0,0,0,0,0,0
2379,Coral Triangle,25.4,Rubble,0.8,28.3,33.8,Low,57.4,5.4,Unprotected,2.0,1,0,0,0,0,0,0,0,0,0,0
2380,Coral Triangle,34.4,Rocky,0.61,27.2,33.6,Low,54.7,16.8,Unprotected,2.6,1,0,0,0,0,0,1,0,0,0,0
2381,Red Sea,29.8,Rocky,0.61,29.5,39.8,Low,49.1,12.4,Unprotected,39.8,1,1,0,0,0,0,0,0,0,0,0
